Index,Udemy course URL,Instructor URL,Intructor name,Instructor rating,Number of reviews,Number of students,Number of courses,LinkedIN URL,Youtube URL
1483,https://www.udemy.com/course/ssis-training/,https://www.udemy.com/user/555c2c2dd0832/,Vikas Munjal,4.5,"2,081","14,815",8,https://linkedin.com/in/vikas-munjal-58b20b20,https://www.youtube.com/channel/UC2gfJNvFvTAgTtjyspUWUdw
1484,https://www.udemy.com/course/aws-cloudformation-simplified-hands-on-learning/,https://www.udemy.com/user/kalyan-reddy-9/,"Kalyan Reddy Daida | DevOps & SRE Architect on AWS, Azure & Google Cloud Platforms",4.6,"19,366","186,939",15,https://linkedin.com/in/kalyan-reddy-daida,https://www.youtube.com/stacksimplify?sub_confirmation=1
1485,https://www.udemy.com/course/create-a-third-person-player-character-controller/,https://www.udemy.com/user/holistic3d/,Penny de Byl,4.6,"23,229","151,681",31,https://linkedin.com/company/35581772,https://www.youtube.com/c/holistic3d
1486,https://www.udemy.com/course/self-taught-programmer/,https://www.udemy.com/user/coryalthoff/,Cory Althoff,4.6,"4,238","171,944",,https://linkedin.com/in/calthoff,https://www.youtube.com/channel/UCxGlxNt8wCr3o8EmAbhaXGA
1487,https://www.udemy.com/course/learning-path-python-functional-programming-with-python/,https://www.udemy.com/user/packtpublishing/,Packt Publishing,3.9,"53,528","417,861",902,https://linkedin.com/company/packt-publishing,https://www.youtube.com/packt1000
1488,https://www.udemy.com/course/sql-advanced/,https://www.udemy.com/user/mer-daaan/,"Oracle Master Training | 200,000+ Students Worldwide",4.5,"48,998","217,825",7,https://linkedin.com/in/oracle-master,https://www.youtube.com/channel/UCcmWSAXUHMOKoTRbsA-V7HA?sub_confirmation=1
1489,https://www.udemy.com/course/devops-masterclass/,https://www.udemy.com/user/miiro-juuso/,Releaseworks Academy,3.9,"1,230","7,070",6,https://linkedin.com/company/releaseworks,https://www.youtube.com/channel/UCpFKK2p83vS_yhbUdgxbujA
1490,https://www.udemy.com/course/unreal-engine-5-blueprints/,https://www.udemy.com/user/titanforged-entertainment/,Pixel Helmet,4.7,"1,349","13,750",8,https://linkedin.com/company/pixelhelmet,https://www.youtube.com/c/pixelhelmet
1491,https://www.udemy.com/course/fix-googles-new-not-secure-warning-with-lets-encrypt/,https://www.udemy.com/user/youaccel/,YouAccel Training,4.3,"80,191","1,673,204",70,https://linkedin.com/company/youaccel/,https://www.youtube.com/Youaccel1
1492,https://www.udemy.com/course/pcb-design-a-tiny-arduino-in-altium-circuitmaker/,https://www.udemy.com/user/riteshkanjee/,Augmented Startups,3.8,"3,604","56,653",22,https://linkedin.com/in/augmentedstartups/,https://www.youtube.com/channel/UCFJPdVHPZOYhSyxmX_C_Pew?sub_confirmation=1
1493,https://www.udemy.com/course/lightning-web-component-development/,https://www.udemy.com/user/manish-choudhari-3/,Manish Choudhari,4.5,"12,875","61,546",3,https://linkedin.com/company/sfdcfacts,https://www.youtube.com/sfdcfacts
1494,https://www.udemy.com/course/playwright-tutorials-automation-testing/,https://www.udemy.com/user/rahul445/,Rahul Shetty,4.5,"297,118","758,879",29,https://linkedin.com/in/rahul-shetty-trainer/,https://www.youtube.com//c/RahulShettyAcademy
1495,https://www.udemy.com/course/nodeprogram/,https://www.udemy.com/user/azatmardanov/,Azat Mardan,3.7,397,"25,237",6,https://linkedin.com/in/azatm,https://www.youtube.com/channel/UCYi3LIu-4VtN856M_rOqRAw
1496,https://www.udemy.com/course/spring-boot-microservices-cqrs-saga-axon-framework/,https://www.udemy.com/user/sergeykargopolov/,Sergey Kargopolov,4.6,"23,362","168,261",10,https://linkedin.com/in/kargopolov,https://www.youtube.com/sergeykargopolov
1497,https://www.udemy.com/course/nodejs-api-masterclass/,https://www.udemy.com/user/brad-traversy/,Brad Traversy,4.6,"159,616","447,722",21,https://linkedin.com/in/bradtraversy/,https://www.youtube.com/traversymedia
1498,https://www.udemy.com/course/flutter-20-firebase-build-a-chat-app-for-ios-android/,https://www.udemy.com/user/hussain-mustafa-2/,Hussain Mustafa,4.4,"1,763","59,493",8,https://linkedin.com/in/hussain-mustafa-960920184/,https://www.youtube.com//channel/UCcTh-nJ9jIYTnJie4ksarsQ
1499,https://www.udemy.com/course/data-lake-firehose-glue-athena-s3-and-aws-sdk-for-net/,https://www.udemy.com/user/darren-w-cox/,Darren Cox,4.6,581,"2,751",2,https://linkedin.com/in/darren-cox-7430895/,https://www.youtube.com/channel/UC4i5dRu4FuigPEc-wZw880g
1500,https://www.udemy.com/course/zynq-training-learn-zynq-7000-soc-device-on-microzed-fpga/,https://www.udemy.com/user/riteshkanjee/,Augmented Startups,3.8,"3,604","56,653",22,https://linkedin.com/in/augmentedstartups/,https://www.youtube.com/channel/UCFJPdVHPZOYhSyxmX_C_Pew?sub_confirmation=1
1501,https://www.udemy.com/course/restful-web-services-with-aspnet-core/,https://www.udemy.com/user/packtpublishing/,Packt Publishing,3.9,"53,528","417,861",902,https://linkedin.com/company/packt-publishing,https://www.youtube.com/packt1000
1502,https://www.udemy.com/course/artificialintelligence/,https://www.udemy.com/user/mammoth-interactive/,Mammoth Interactive,4.3,"11,911","383,951",225,https://linkedin.com/in/johnbura,https://www.youtube.com/mammothinteractive?sub_confirmation=1
1503,https://www.udemy.com/course/coinmarketcap/,https://www.udemy.com/user/ian-annase/,Ian Annase,4.4,"4,132","150,100",3,https://linkedin.com/in/ianannase,https://www.youtube.com/channel/UCQ1DRmxDMNA-zlq8FbzvPng
1504,https://www.udemy.com/course/python-game-developmenttm-build-5-professional-games/,https://www.udemy.com/user/6bb6c14f-f5f8-4c0b-b9ca-00c83bb6286c/,Sachin Kafle,4,"3,157","182,837",24,https://linkedin.com/in/sachin-kafle-bb7469111/,https://www.youtube.com/channel/UCj_cSYPre3nOTEuX_VqLD0A
1505,https://www.udemy.com/course/aspnet-core-angular/,https://www.udemy.com/user/moshfeghhamedani/,Mosh Hamedani,4.5,"301,246","749,851",20,https://linkedin.com/in/mosh-hamedani/,https://www.youtube.com/user/programmingwithmosh
1506,https://www.udemy.com/course/build-beautiful-html5-website/,https://www.udemy.com/user/bradhussey/,Brad Hussey,4.5,"64,815","600,394",12,https://linkedin.com/in/bradhussey,https://www.youtube.com/c/CreativeXcrew?sub_confirmation=1
1507,https://www.udemy.com/course/text-summarization-natural-language-processing-python/,https://www.udemy.com/user/jones-granatyr/,Jones Granatyr,4.6,"37,776","178,494",96,https://linkedin.com/company/65693408/,https://www.youtube.com/channel/UCaGrIWpwjWXT6OIQh9W4Riw
1508,https://www.udemy.com/course/sas-programming-on-report-generating-part-1/,https://www.udemy.com/user/sharoncheng2/,Sharon Cheng,4.5,"7,389","36,192",4,https://linkedin.com/in/sharon-cheng/,https://www.youtube.com/channel/UCDzXSDGgk_98t__EXXOHlFg
1509,https://www.udemy.com/course/data-science-machine-learningtheoryprojectsa-z-90-hours/,https://www.udemy.com/user/ai-sciences/,AI Sciences,4.3,"4,460","50,513",23,https://linkedin.com/company/ai-sciences/about/?viewAsMember=true,https://www.youtube.com/AISciencesLearn
1510,https://www.udemy.com/course/salesforce-lightning-component/,https://www.udemy.com/user/debasis-jena-2/,Debasis Jena,4.2,"3,471","20,384",17,https://linkedin.com/company/salesforce-code-school/,https://www.youtube.com/mQbqzKRYNxR4mukCFAkDtA
1511,https://www.udemy.com/course/data-science-datamining-natural-language-processing-in-r/,https://www.udemy.com/user/minervasingh/,Minerva Singh,4.4,"20,181","107,267",53,https://linkedin.com/in/minerva-singh-8134a790/,https://www.youtube.com/channel/UCV6tUfriDq3ZrXuYODkFywg
1512,https://www.udemy.com/course/data-science-bootcamp-with-python/,https://www.udemy.com/user/data-is-good-2/,Dataisgood Academy,4.3,"7,450","259,635",29,https://linkedin.com//company/data-is-good,https://www.youtube.com//c/DataisGood
1513,https://www.udemy.com/course/modern-artificial-intelligence-with-zero-coding/,https://www.udemy.com/user/ryan-ahmed/,"Dr. Ryan Ahmed, Ph.D., MBA",4.5,"35,964","352,097",48,https://linkedin.com/in/dr-ryan-ahmed-ph-d-mba-766963211/,https://www.youtube.com/channel/UC76VWNgXnU6z0RSPGwSkNIg/featured
1514,https://www.udemy.com/course/angular-2-crash-course/,https://www.udemy.com/user/marktrego/,Stone River eLearning,4.3,"92,961","982,734",497,https://linkedin.com/company/stone-river-elearning,https://www.youtube.com/stoneriverelearning
1515,https://www.udemy.com/course/introduction-to-parallel-programming-using-gpgpu-and-cuda/,https://www.udemy.com/user/scientific-programmer-team/,Scientific Programmer™ Team,3.7,"1,134","58,433",12,https://linkedin.com/in/sciprogrammer,https://www.youtube.com/channel/UCTML7fZU9u0TyMeYi_IpYBQ
1516,https://www.udemy.com/course/advanced-scala/,https://www.udemy.com/user/daniel-ciocirlan/,Daniel Ciocîrlan,4.6,"34,432","113,288",14,https://linkedin.com/in/danielciocirlan/,https://www.youtube.com/c/rockthejvm
1517,https://www.udemy.com/course/loopback-4-the-complete-developers-guide/,https://www.udemy.com/user/5512f7602d2ad/,Haider Malik,3.6,"1,945","49,668",29,https://linkedin.com/in/haider-malik-41521a8b/,https://www.youtube.com/channel/UCMVcSZa_ba8GxfIIz4OjJNQ
1518,https://www.udemy.com/course/build-a-custom-shopify-storefront-using-react-headless-cms/,https://www.udemy.com/user/iskandar6/,Working With Shopify,4.1,668,"9,259",3,https://linkedin.com/company/workingwithshopify,https://www.youtube.com/channel/UC9Ir0uuCUpP8ZBzlwlWgDWA
1519,https://www.udemy.com/course/learn-ionic-3-from-scratch/,https://www.udemy.com/user/paul-halliday-3/,Paul Halliday (BSc Hons),4,"4,931","55,005",6,https://linkedin.com/in/paulhal,https://www.youtube.com/c/PaulHalliday
1520,https://www.udemy.com/course/java-clean-code-with-refactoring-and-tdd/,https://www.udemy.com/user/in28minutes/,in28Minutes Official,4.6,"351,212","1,409,921",52,https://linkedin.com/in/rangakaranam,https://www.youtube.com/user/rithustutorials
1521,https://www.udemy.com/course/the-complete-python-programmer-bootcamp/,https://www.udemy.com/user/365careers/,365 Careers,4.5,"727,184","2,517,289",104,https://linkedin.com/in/nedkokrastev/,https://www.youtube.com/365datascience
1522,https://www.udemy.com/course/master-google-chrome-developer-tools/,https://www.udemy.com/user/rocco-balsamo/,Rocco Balsamo,4.4,"9,261","71,108",3,https://linkedin.com/in/rocco-balsamo-68b7386/,https://www.youtube.com/channel/UCqiJuQ4EgqKrvw4pDwKzbJQ
1523,https://www.udemy.com/course/an-introduction-to-python/,https://www.udemy.com/user/advaith-gollapudi/,Advaith Gollapudi,4.4,140,"16,566",,https://linkedin.com/in/advaith-gollapudi-3a8549234,https://www.youtube.com/channel/UC037JE45Z4LOroyrHt2V4kg/featured
1524,https://www.udemy.com/course/javascript-manipulation-of-the-dom-document-object-model/,https://www.udemy.com/user/lars51/,Laurence Svekis,4.3,"61,336","960,625",326,https://linkedin.com/in/svekis,https://www.youtube.com/channel/UCgsZ8_79Eclct_VDoql_Dwg
1525,https://www.udemy.com/course/es6-bootcamp-next-generation-javascript/,https://www.udemy.com/user/maximilian-schwarzmuller/,Maximilian Schwarzmüller,4.6,"986,290","2,645,729",59,https://linkedin.com/in/maximilian-schwarzmueller,https://www.youtube.com/c/academind
1526,https://www.udemy.com/course/hands-on-data-structures-and-algorithms-in-rust/,https://www.udemy.com/user/packtpublishing/,Packt Publishing,3.9,"53,528","417,861",902,https://linkedin.com/company/packt-publishing,https://www.youtube.com/packt1000
1527,https://www.udemy.com/course/automation-testing-hp-uft-unified-functional-testing-qtp/,https://www.udemy.com/user/narasimha-tambareni/,H2K Infosys,3.9,"1,982","32,137",3,https://linkedin.com/company/h2kinfosys,https://www.youtube.com/h2kinfosys
1528,https://www.udemy.com/course/professional-azure-sql-database-administration/,https://www.udemy.com/user/packtpublishing/,Packt Publishing,3.9,"53,528","417,861",902,https://linkedin.com/company/packt-publishing,https://www.youtube.com/packt1000
1529,https://www.udemy.com/course/angular-interview-questions-answers/,https://www.udemy.com/user/shiv4/,Shivprasad Koirala,4.5,"12,407","94,661",18,https://linkedin.com/linkedin.com/in/questit,https://www.youtube.com/questpondvideos
1530,https://www.udemy.com/course/building-websites-learn-javascript-and-the-dom/,https://www.udemy.com/user/lars51/,Laurence Svekis,4.3,"61,336","960,625",326,https://linkedin.com/in/svekis,https://www.youtube.com/channel/UCgsZ8_79Eclct_VDoql_Dwg
1531,https://www.udemy.com/course/python-coding/,https://www.udemy.com/user/kirilleremenko/,Kirill Eremenko,4.5,"656,707","2,496,555",59,https://linkedin.com/in/keremenko,https://www.youtube.com/@supermachinelearning
1532,https://www.udemy.com/course/create-augmented-reality-apps-using-vuforia-in-unity-sdk/,https://www.udemy.com/user/riteshkanjee/,Augmented Startups,3.8,"3,604","56,653",22,https://linkedin.com/in/augmentedstartups/,https://www.youtube.com/channel/UCFJPdVHPZOYhSyxmX_C_Pew?sub_confirmation=1
1533,https://www.udemy.com/course/digital-signal-processing-with-matlab/,https://www.udemy.com/user/hosseintootoonchy/,Hossein Tootoonchy,4.3,"7,860","40,305",7,https://linkedin.com/company/coursovie/,https://www.youtube.com/c/coursovie
1534,https://www.udemy.com/course/data-visualization-and-interactive-dashboards-with-power-bi/,https://www.udemy.com/user/packtpublishing/,Packt Publishing,3.9,"53,528","417,861",902,https://linkedin.com/company/packt-publishing,https://www.youtube.com/packt1000
1535,https://www.udemy.com/course/practical-data-structures-algorithms-in-java/,https://www.udemy.com/user/imtiazahmad4/,Imtiaz Ahmad,4.6,"116,464","442,156",12,https://linkedin.com/in/imtiaz-ahmad-80117324,https://www.youtube.com/channel/UCu4mLxrAkMEcjK9N1yJOxyA
1536,https://www.udemy.com/course/mern-stack-e-commerce-mobile-app-react-native-redux-expo/,https://www.udemy.com/user/0e7fc184-b764-452b-8570-0bd82dfa837a/,Tiago Pereira,4.5,"1,173","99,297",2,https://linkedin.com/https://www.linkedin.com/in/tiagopereirax9/,https://www.youtube.com/https://www.youtube.com/channel/UChVm2GdvANhzkWO8zOdg4jg
1537,https://www.udemy.com/course/master-advanced-javascript-react/,https://www.udemy.com/user/one-month/,One Month,4.4,"2,090","44,203",5,https://linkedin.com/company/one-month-inc-,https://www.youtube.com/onemonthedu
1538,https://www.udemy.com/course/kubernetes-online-training/,https://www.udemy.com/user/anshul-chauhan-7/,Cloud99 Tech,4.5,"18,686","195,778",26,https://linkedin.com/in/anshulchauhan/,https://www.youtube.com/channel/UC5k0zHLWwo9DACApdUzTOKA
1539,https://www.udemy.com/course/the-css-and-css3-crash-course/,https://www.udemy.com/user/marktrego/,Stone River eLearning,4.3,"92,961","982,734",497,https://linkedin.com/company/stone-river-elearning,https://www.youtube.com/stoneriverelearning
1540,https://www.udemy.com/course/python-programming-training-for-beginners/,https://www.udemy.com/user/uplatz/,Uplatz Training,3.6,"14,512","400,045",160,https://linkedin.com/company/uplatz/,https://www.youtube.com/c/Uplatz/
1541,https://www.udemy.com/course/best-wordpress-development-course/,https://www.udemy.com/user/one-month/,One Month,4.4,"2,090","44,203",5,https://linkedin.com/company/one-month-inc-,https://www.youtube.com/onemonthedu
1542,https://www.udemy.com/course/species-distribution-models-with-gis-machine-learning-in-r/,https://www.udemy.com/user/minervasingh/,Minerva Singh,4.4,"20,181","107,267",53,https://linkedin.com/in/minerva-singh-8134a790/,https://www.youtube.com/channel/UCV6tUfriDq3ZrXuYODkFywg
1543,https://www.udemy.com/course/django-python-advanced/,https://www.udemy.com/user/mark-winterbottom/,Mark Winterbottom,4.6,"14,999","71,840",5,https://linkedin.com/in/markwinterbottom/,https://www.youtube.com/channel/UC3RtgbslbAvE-5FFBkSgpig
1544,https://www.udemy.com/course/python-programming-projects/,https://www.udemy.com/user/jasoncannon2/,Jason Cannon,4.5,"183,989","876,828",21,https://linkedin.com/in/jasonacannon,https://www.youtube.com/linuxtrainingacademy
1545,https://www.udemy.com/course/machine-learning-data-science-foundations-masterclass/,https://www.udemy.com/user/jon-krohn/,Dr Jon Krohn,4.5,"5,008","111,603",2,https://linkedin.com/in/jonkrohn/,https://www.youtube.com/channel/UCup-fnSNRaByeuXOWqfnykw
1546,https://www.udemy.com/course/java-for-beginners-learn-all-the-basics-of-java/,https://www.udemy.com/user/ataouyl-yassin/,Yassin Marco,4.2,"52,622","1,431,122",27,https://linkedin.com/in/yassin-marco-241619164,https://www.youtube.com/channel/UC_R0QOzc9LiIiFb31GQPjPQ?sub_confirmation=1
1547,https://www.udemy.com/course/youtube-clone/,https://www.udemy.com/user/reecekenney/,Reece Kenney,4.7,"9,045","33,385",9,https://linkedin.com/in/reecekenney,https://www.youtube.com/c/ReeceKenney
1548,https://www.udemy.com/course/aws-certified-developer-associate-practice-exams-amazon/,https://www.udemy.com/user/jonjonbonso/,"Jon Bonso AWS Certified Cloud Practitioner, Developer, Solutions Architect",4.5,"45,029","256,329",14,https://linkedin.com/in/jonbonso,https://www.youtube.com/channel/UCw4cxFG34-cCbG5RdA-7mTw
1549,https://www.udemy.com/course/django-rest-framework/,https://www.udemy.com/user/shubham-sarda-6/,Shubham Sarda,4.4,"4,504","50,882",17,https://linkedin.com/in/shubhamsarda/,https://www.youtube.com/channel/UCuH_UB-L_PaVQSBoOqp0cqw
1550,https://www.udemy.com/course/cnn-for-computer-vision-with-keras-and-tensorflow-in-r/,https://www.udemy.com/user/start-tech-academy/,Start-Tech Academy,4.5,"89,695","1,667,989",79,https://linkedin.com/company/start-tech-academy,https://www.youtube.com/channel/UCOMpD-7invmY9rb3-WoXtpA
1551,https://www.udemy.com/course/beginner-master-rl-1/,https://www.udemy.com/user/escape-velocity-labs-sl/,Escape Velocity Labs,4.5,"1,144","8,929",11,https://linkedin.com/company/evlabs,https://www.youtube.com/channel/UCksRNSzWuMV5IfdrPlglqqw
1552,https://www.udemy.com/course/cplusplus-programming-step-by-step/,https://www.udemy.com/user/shibajipaul/,Shibaji Paul,4.4,"5,675","32,026",7,https://linkedin.com/pub/shibaji-paul/41/b68/202,https://www.youtube.com/user/shibajipaul
1553,https://www.udemy.com/course/qa-software-testing-training-course/,https://www.udemy.com/user/vijayshinde/,Vijay Shinde,3.9,"4,255","24,107",2,https://linkedin.com/in/shindevijaykr,https://www.youtube.com/user/shindevijaykr/
1554,https://www.udemy.com/course/unity-professional-guide/,https://www.udemy.com/user/josethomas9/,José Augusto Thomas,4.2,"2,609","13,574",5,https://linkedin.com/in/gutothomas,https://www.youtube.com/xxgutoxxx
1555,https://www.udemy.com/course/complete-deep-learning-in-r-with-keras-others/,https://www.udemy.com/user/minervasingh/,Minerva Singh,4.4,"20,181","107,267",53,https://linkedin.com/in/minerva-singh-8134a790/,https://www.youtube.com/channel/UCV6tUfriDq3ZrXuYODkFywg
1556,https://www.udemy.com/course/aspnet-mvc-quick-start/,https://www.udemy.com/user/briangorman/,Brian Gorman,4.4,"6,833","100,886",7,https://linkedin.com/in/brianlgorman,https://www.youtube.com/channel/UCGLEq2EDVmvAPzYrv2lMBBg
1557,https://www.udemy.com/course/ios-12-chat-application-like-whatsapp-and-viber/,https://www.udemy.com/user/yandave/,David Kababyan,4.4,"1,845","41,751",13,https://linkedin.com/in/david-kababyan-0780a88b/,https://www.youtube.com/channel/UC64HyykfqKLIJrqIfavp-2g
1558,https://www.udemy.com/course/learnlabview/,https://www.udemy.com/user/tom-mcquillan-4/,Thomas McQuillan,4.7,359,955,,https://linkedin.com/in/thomasmcquillan/,https://www.youtube.com/tomslabviewadventure
1559,https://www.udemy.com/course/php-mysqli-tutorials/,https://www.udemy.com/user/abdull-waheed-2/,Abdull Waheed,4,"1,553","46,291",7,https://linkedin.com/https://www.linkedin.com/in/abdullwaheed244/,https://www.youtube.com/channel/UCmHXLsEf7HSQvginjMorw6g
1560,https://www.udemy.com/course/vuejs-and-firebase-build-an-ios-and-android-chat-app/,https://www.udemy.com/user/cyruschan2/,Kim Chen,4.2,"6,756","384,665",20,https://linkedin.com/company/ckmobi/,https://www.youtube.com/channel/UCu4-4FnutvSHVo9WHvq80Ww
1561,https://www.udemy.com/course/r-and-rstudio-for-beginners-a-quick-introduction/,https://www.udemy.com/user/9f6df05e-f4b6-43a2-b77a-a1f40cfa5c68/,Michael Jordan,4.4,"3,016","34,967",23,https://linkedin.com//in/michael-jordan-a2a56689/,https://www.youtube.com/MJ the Student Actuary
1562,https://www.udemy.com/course/learning-path-azure-explore-azure-functions-and-logic-apps/,https://www.udemy.com/user/packtpublishing/,Packt Publishing,3.9,"53,528","417,861",902,https://linkedin.com/company/packt-publishing,https://www.youtube.com/packt1000
1563,https://www.udemy.com/course/learn-mean-stack/,https://www.udemy.com/user/marktrego/,Stone River eLearning,4.3,"92,961","982,734",497,https://linkedin.com/company/stone-river-elearning,https://www.youtube.com/stoneriverelearning
1564,https://www.udemy.com/course/crisper-learning-blueprism/,https://www.udemy.com/user/vaibhav-jain-36/,Vaibhav Jain,3.9,277,"1,330",4,https://linkedin.com/in/syrvjain/,https://www.youtube.com/channel/UCk8BuerwU-IxeQb-zijBFtg?view_as=subscriber
1565,https://www.udemy.com/course/amazon-affiliate-website/,https://www.udemy.com/user/saddam-kassim-2/,Saddam Kassim,4.2,729,"17,722",8,https://linkedin.com/in/saddamkassim,https://www.youtube.com/saddamkassim
1566,https://www.udemy.com/course/parallel-csharp/,https://www.udemy.com/user/eliasfofanov/,Engineer Spock,4.3,"13,882","96,668",22,https://linkedin.com/in/engineerspock,https://www.youtube.com/channel/UCbvFOyxnwU6lFxc5KEUpWbQ
1567,https://www.udemy.com/course/dart-flutter-the-complete-flutter-development-course/,https://www.udemy.com/user/hussain-mustafa-2/,Hussain Mustafa,4.4,"1,763","59,493",8,https://linkedin.com/in/hussain-mustafa-960920184/,https://www.youtube.com//channel/UCcTh-nJ9jIYTnJie4ksarsQ
1568,https://www.udemy.com/course/complete-react-course-w-hooks-react-router-redux-usecontext/,https://www.udemy.com/user/cyruschan2/,Kim Chen,4.2,"6,756","384,665",20,https://linkedin.com/company/ckmobi/,https://www.youtube.com/channel/UCu4-4FnutvSHVo9WHvq80Ww
1569,https://www.udemy.com/course/learning-path-pivotal-cloud-foundry-for-web-developers/,https://www.udemy.com/user/packtpublishing/,Packt Publishing,3.9,"53,528","417,861",902,https://linkedin.com/company/packt-publishing,https://www.youtube.com/packt1000
1570,https://www.udemy.com/course/the-complete-python-and-javascript-course-build-projects/,https://www.udemy.com/user/mammoth-interactive/,Mammoth Interactive,4.3,"11,911","383,951",225,https://linkedin.com/in/johnbura,https://www.youtube.com/mammothinteractive?sub_confirmation=1
1571,https://www.udemy.com/course/complete-modern-javascript-with-firebase-bootcamp-for-beginners/,https://www.udemy.com/user/cyruschan2/,Kim Chen,4.2,"6,756","384,665",20,https://linkedin.com/company/ckmobi/,https://www.youtube.com/channel/UCu4-4FnutvSHVo9WHvq80Ww
1572,https://www.udemy.com/course/ios10developer/,https://www.udemy.com/user/mammoth-interactive/,Mammoth Interactive,4.3,"11,911","383,951",225,https://linkedin.com/in/johnbura,https://www.youtube.com/mammothinteractive?sub_confirmation=1
1573,https://www.udemy.com/course/build-undetectable-malware-using-c-language-ethical-hacking/,https://www.udemy.com/user/aleksa-31/,Aleksa Tamburkovski,4.6,"19,347","172,484",6,https://linkedin.com/in/aleksa-tamburkovski/,https://www.youtube.com/@aleksatamburkovski9419
1574,https://www.udemy.com/course/become-a-professional-python-programmer/,https://www.udemy.com/user/marktrego/,Stone River eLearning,4.3,"92,961","982,734",497,https://linkedin.com/company/stone-river-elearning,https://www.youtube.com/stoneriverelearning
1575,https://www.udemy.com/course/build-library-management-system-python-pyqt5/,https://www.udemy.com/user/mahmoudahmed-3/,Mahmoud Ahmed,4.1,"3,652","131,638",12,https://linkedin.com/in/mahmoud-ahmed-586780bb,https://www.youtube.com/channel/UCZtMEPGln_sbgd9_ioDDC9g/videos
1576,https://www.udemy.com/course/apache-airflow-the-operators-guide/,https://www.udemy.com/user/lockgfg/,Marc Lamberti,4.5,"12,871","67,145",4,https://linkedin.com/in/marclamberti/,https://www.youtube.com/channel/marclamberti/
1577,https://www.udemy.com/course/mysql-db-for-beginners/,https://www.udemy.com/user/vasandkumarkunasekaran/,Vasandkumar Kunasekaran,4.1,"1,643","23,749",2,https://linkedin.com/profile/view?id=182080063,https://www.youtube.com/webdevmentors
1578,https://www.udemy.com/course/c-plus-plus-programming-beginners/,https://www.udemy.com/user/prateek-narang-4/,Prateek Narang,4.4,"11,450","89,880",10,https://linkedin.com/in/prateeknarang27/,https://www.youtube.com/prateeknarang27
1579,https://www.udemy.com/course/testing-java-code-with-junit-5-and-mockito/,https://www.udemy.com/user/sergeykargopolov/,Sergey Kargopolov,4.6,"23,362","168,261",10,https://linkedin.com/in/kargopolov,https://www.youtube.com/sergeykargopolov
1580,https://www.udemy.com/course/learn-aspnet-mvc-and-entity-framework/,https://www.udemy.com/user/trevoirwilliams/,Trevoir Williams,4.5,"16,406","440,130",28,https://linkedin.com/in/trevoirwilliams,https://www.youtube.com/c/trevoirwilliams
1581,https://www.udemy.com/course/data-visualization-in-python-for-machine-learning-engineers/,https://www.udemy.com/user/mikewest2/,Mike West,4.2,"21,270","249,087",50,https://linkedin.com/https://www.linkedin.com/profile/edit?trk=spm_pic,https://www.youtube.com/https://www.youtube.com/channel/UCR68xPzQK7Etq2YfJ6Oe_2A
1582,https://www.udemy.com/course/unity-5-become-a-pro-from-the-very-basics/,https://www.udemy.com/user/josethomas9/,José Augusto Thomas,4.2,"2,609","13,574",5,https://linkedin.com/in/gutothomas,https://www.youtube.com/xxgutoxxx
1583,https://www.udemy.com/course/java-series/,https://www.udemy.com/user/frahaanhussain2/,Frahaan Hussain,3.9,"12,101","517,881",36,https://linkedin.com/company/sonar-systems?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9198245%2Cidx%3A2-5-12%2CtarId%3A1450710834,https://www.youtube.com/user/sonarsystemslimited
1584,https://www.udemy.com/course/php-crash-course/,https://www.udemy.com/user/kalobtaulien/,Kalob Taulien,4.5,"37,311","447,039",27,https://linkedin.com/in/kalobtaulien,https://www.youtube.com/c/CodingForEverybody
1585,https://www.udemy.com/course/the-complete-web-developer-masterclass-beginner-to-advanced/,https://www.udemy.com/user/a9ff8aeb-0700-4b60-950d-ffdce7bf69bc/,Ashutosh Pawar,4.5,"21,496","368,121",17,https://linkedin.com/in/ashutosh-pawar-6909a64b?trk=hp-identity-name,https://www.youtube.com/@ashutoshpawar
1586,https://www.udemy.com/course/ultimate/,https://www.udemy.com/user/kenneth-andersen/,Kenneth Andersen,4.1,204,"1,365",,https://linkedin.com/in/kenneth-røjkjær-andersen-a36a1832,https://www.youtube.com/inscopestudios
1587,https://www.udemy.com/course/learn-sapui5/,https://www.udemy.com/user/nuno54/,UI5 Community Network,4.3,"7,359","63,465",18,https://linkedin.com/grp/home?gid=8286558,https://www.youtube.com/@ui5cn
1588,https://www.udemy.com/course/gatsby-js-react-wordpress-graphql/,https://www.udemy.com/user/e3ccfcc3-dbaa-4ec2-a50f-fe761c2eb901/,Tom Phillips,4.4,"4,934","32,269",11,https://linkedin.com/in/tomemyrphillips/,https://www.youtube.com/channel/UCwlHVAwHSHIl8JJMlPyEgHQ
1589,https://www.udemy.com/course/the-ultimate-hands-on-course-to-master-apache-airflow/,https://www.udemy.com/user/lockgfg/,Marc Lamberti,4.5,"12,871","67,145",4,https://linkedin.com/in/marclamberti/,https://www.youtube.com/channel/marclamberti/
1590,https://www.udemy.com/course/mastering-javascript-arrays/,https://www.udemy.com/user/stevenhancock/,Steven Hancock,4.5,"3,551","26,866",9,https://linkedin.com/in/steven-w-hancock,https://www.youtube.com/channel/UCRQhZGXC0WK85YRXl7nGX0w
